id,disasterNumber,damagedStateAbbreviation,damagedZipCode,ownRent,residenceType,grossIncome,specialNeeds,tsaEligible,repairAssistanceEligible,replacementAssistanceEligible,personalPropertyEligible,ppfvl,censusBlockId,censusYear,tract_geoid
4219360a-2958-4e82-a0f9-9de4df86532d,4559,LA,70656,Owner,Mobile Home,,False,False,False,False,False,,220790136002035,2020.0,22079013600
9e3f6b4b-8cb2-4c67-8668-f90b31ade695,4611,LA,70001,Owner,House/Duplex,,False,True,False,False,False,,220510289003019,2020.0,22051028900
d920aff5-8f86-4696-8b50-edc9f798d682,4611,LA,70053,Renter,Apartment,9000.0,False,False,False,False,False,0.0,220510259002029,2020.0,22051025900
9717e640-633e-4aa4-9623-b8b1740b6c87,4611,LA,70443,Owner,Mobile Home,46750.0,False,False,False,False,False,,220630401021003,2020.0,22063040102
b9c799d6-870a-4e1a-bf59-1cfec5d0df45,4332,TX,77089,Renter,House/Duplex,,False,False,False,False,False,0.0,482013502002020,2010.0,48201350200
1a75816f-387d-43a9-a839-03d9d35da472,4332,TX,77650,Owner,House/Duplex,50000.0,False,True,False,False,False,0.0,481677239002025,2010.0,48167723900
cac1e1a8-013c-4bd3-bc2c-9b0f77906f5c,4337,FL,34759,Renter,House/Duplex,15000.0,False,False,False,False,False,0.0,121050125031009,2010.0,12105012503
682ed33d-7cec-4906-849b-421a3171ce9a,4337,FL,33155,Renter,Apartment,145700.0,False,True,False,False,False,,120860060013011,2010.0,12086006001
b8117276-7a96-43ae-a22e-43a736e06039,4337,FL,33139,Renter,Apartment,,False,True,False,False,False,,120860042031006,2010.0,12086004203
7c6d7e93-1bac-45f7-af0a-7a11e1a5f2f0,4337,FL,32177,Owner,House/Duplex,18700.0,False,True,False,False,False,,121079506001037,2010.0,12107950600
91ddd6cc-3fa4-44f8-aef0-04746585e4d4,4337,FL,32209,Renter,Apartment,12700.0,False,True,False,False,False,0.0,120310116002025,2010.0,12031011600
2f1b6d43-7976-4dca-ace5-18acf6206ee0,4586,TX,78253,Owner,House/Duplex,,False,False,False,False,False,,480291720041002,2020.0,48029172004
5079896e-97a7-4538-9330-f9c6f146e7b8,4586,TX,75134,Renter,House/Duplex,19056.0,True,False,False,False,False,,481130167071000,2020.0,48113016707
f3a54c82-6e44-4159-8274-14f921c77c78,4611,LA,70458,Renter,Apartment,9372.0,False,False,False,False,True,729.96,221030409002017,2020.0,22103040900
bcd54bb5-11c9-48c8-bbad-44bf838020ff,4332,TX,78412,Owner,House/Duplex,,False,False,False,False,False,,483550032032011,2010.0,48355003203
c7e3454c-c315-4e47-9392-8a47b114eaff,4337,FL,33777,Owner,Mobile Home,13000.0,False,False,False,False,True,341.7,121030250133003,2010.0,12103025013
4a0cd34d-5684-4337-9331-98f2fdfbb9b5,4337,FL,33706,Owner,House/Duplex,7200.0,False,False,False,False,False,,121030280031003,2010.0,12103028003
51e695b1-783c-40ba-ae3e-bb7058afdd5f,4337,FL,32707,Owner,House/Duplex,28000.0,True,False,True,False,False,0.0,121170221062008,2010.0,12117022106
4c3e3cd4-a9ec-4ae6-a1f9-916c80cc1e83,4611,LA,70094,Owner,House/Duplex,32000.0,False,False,False,False,False,,220510275014013,2020.0,22051027501
fb0035df-ec35-4f52-a5e8-f92065106d06,4611,LA,70461,Owner,House/Duplex,,False,False,False,False,False,,221030407082001,2020.0,22103040708
b24a4b03-7910-4d0d-b602-55d1f82d690d,4337,FL,33040,Renter,House/Duplex,24960.0,False,True,False,False,False,,120879718001024,2010.0,12087971800
db5c8a27-815c-474b-bea7-f4ec829d1ba0,4332,TX,77022,Owner,House/Duplex,60000.0,False,True,False,False,False,2156.28,482015305001023,2010.0,48201530500
2c36a238-1ac2-403e-837c-69da212eaa92,4337,FL,33073,Owner,Townhouse,110000.0,False,False,False,False,False,,120110106091012,2010.0,12011010609
c160c08b-9fa4-4617-97f6-5ba6d566036b,4337,FL,33063,Owner,House/Duplex,55000.0,False,False,False,False,False,0.0,120110202104007,2010.0,12011020210
5a2f12fa-ae6a-48f5-a543-2c8356a32967,4337,FL,32703,Owner,House/Duplex,14400.0,False,False,False,False,False,0.0,120950176003058,2010.0,12095017600
a30f4b50-ca3e-4b66-90bb-f230590cce92,4337,FL,33156,Owner,House/Duplex,50000.0,False,False,False,False,False,,120860084094020,2010.0,12086008409
40f7a84d-4a05-411d-b177-9e6cef4e74b0,4337,FL,33914,Renter,House/Duplex,65000.0,False,False,False,False,False,,120710104111017,2010.0,12071010411
b3001ef5-a6ea-4d3b-80fe-422bd370e69a,4559,LA,70669,Owner,House/Duplex,33000.0,False,False,False,False,False,,220190025001002,2020.0,22019002500
f21fadc1-248c-4a44-8952-5bf389568ef8,4337,FL,33903,Renter,House/Duplex,8000.0,False,False,False,False,False,,120710208001025,2010.0,12071020800
a16dffbd-b208-4ed2-b177-4485f9fa9cec,4337,FL,33334,Owner,House/Duplex,,False,False,False,False,False,,120110501001015,2010.0,12011050100
4e0f10da-67db-43c1-a9d7-a4466fe37015,4337,FL,34761,Owner,House/Duplex,,False,True,False,False,False,,120950150021070,2010.0,12095015002
939bc465-eb23-4a37-8d15-954fe6ea12e8,4586,TX,77583,Owner,House/Duplex,35000.0,False,False,False,False,False,,480396606143008,2020.0,48039660614
